code,family,series,texture,structure,depth_upper,depth_lower,horizon,depth_gwater,location,site_ID,annual_rain,avetemp_jan,avetemp_jul,date,publication_ID,keyword,contact_person_ID,rating,rated_by
4251,Aquods,Hupsel,loamy sand,,20.0,30.0,B2,,"Hupsel, The Netherlands",12,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4252,Aquods,Hupsel,sand,,55.0,65.0,C11,,"Hupsel, The Netherlands",12,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4253,Aquods,Hupsel,sand,,95.0,105.0,C12,,"Hupsel, The Netherlands",12,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4261,Aquepts,Hupsel,sand,,40.0,95.0,B2,,"Hupsel, The Netherlands",13,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4262,Aquepts,Hupsel,sand,,120.0,130.0,C11,,"Hupsel, The Netherlands",13,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4263,Aquepts,Hupsel,sand,,195.0,205.0,C12,,"Hupsel, The Netherlands",13,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4271,Aquods,Hupsel,sand,,45.0,55.0,B2,,"Hupsel, The Netherlands",14,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4272,Aquods,Hupsel,sand,,75.0,85.0,C11,,"Hupsel, The Netherlands",14,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4273,Aquods,Hupsel,sand,,115.0,125.0,C12,,"Hupsel, The Netherlands",14,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4281,Aquods,Hupsel,sand,,10.0,20.0,B2,,"Hupsel, The Netherlands",15,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4282,Aquods,Hupsel,sand,,60.0,70.0,C11g,,"Hupsel, The Netherlands",15,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4283,Aquods,Hupsel,sandy loam,,65.0,125.0,D1,,"Hupsel, The Netherlands",15,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4284,Aquods,Hupsel,silty clay loam,,125.0,160.0,D2,,"Hupsel, The Netherlands",15,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4291,Aquepts,Hupsel,sandy clay loam,,85.0,95.0,D1,,"Hupsel, The Netherlands",16,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4310,Aquods,Hupsel,sand,,5.0,15.0,A1,,"Hupsel, The Netherlands",21,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4311,Aquods,Hupsel,sand,,45.0,55.0,B2,,"Hupsel, The Netherlands",21,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4340,Aquods,Hupsel,sand,,5.0,15.0,A1,,"Hupsel, The Netherlands",24,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4341,Aquods,Hupsel,sand,,45.0,55.0,B2,,"Hupsel, The Netherlands",24,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4390,Aquods,Hupsel,,,60.0,70.0,,,"Hupsel, The Netherlands",32,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4391,Aquods,Hupsel,,,85.0,95.0,,,"Hupsel, The Netherlands",32,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4410,Aquods,Hupsel,,,30.0,40.0,,,"Hupsel, The Netherlands",34,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4411,Aquods,Hupsel,,,40.0,50.0,,,"Hupsel, The Netherlands",34,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4412,Aquods,Hupsel,,,85.0,95.0,,,"Hupsel, The Netherlands",34,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4440,,Grenoble 1,sand,,,,,,"Grenoble, France",Laboratory I.M.G.,,,,1970,78.0,disturbed,45.0,,
4441,,Grenoble 2,sand,,,,,,"Grenoble, France",Laboratory I.M.G.,,,,1975,78.0,disturbed,46.0,,
4442,,Grenoble 3,sand,,,,,,"Grenoble, France",Laboratory I.M.G.,,,,1980,78.0,disturbed,47.0,,
4443,,Grenoble 4,sand,,,,,,"Grenoble, France",Laboratory I.M.G.,,,,1984,78.0,disturbed,46.0,,
4444,,Grenoble 5,sand,,,,,,"Grenoble, France",Laboratory I.M.G.,,,,1984,78.0,disturbed,46.0,,
4445,,Grenoble 6,sand,,,,,,"Grenoble, France",Laboratory I.M.G.,,,,1984,78.0,disturbed,46.0,,
4450,,Avignon,silty clay loam,,1.0,30.0,,,"Mont-Favet, France",Exp. Sta. of INRA,50.0,10.0,25.0,Jun-84,79.0,undisturbed,45.0,,
4460,,Mornag,sandy clay loam,weak granular,20.0,40.0,,,"Mornag, Tunisia",20 km SE of Tunis,45.0,7.5,35.0,Nov-81,80.0,undisturbed,48.0,,
4470,,Bouake,sandy loam,,0.0,60.0,,,"Bouake, Ivory Coast",Exp. Sta. of IRAT,110.0,25.0,25.0,Jul-81,81.0,undisturbed,49.0,,
4480,,Dior,sand,granular,30.0,150.0,,,"Bambey, Senegal",Exp. Sta. of ISRA,42.5,25.0,35.0,Jul-75,82.0,undisturbed,48.0,,
4490,,Dieri,sand,granular,10.0,130.0,,,"N. Diol, Senegal",Exp. Sta. of ISRA,30.0,25.0,40.0,1976,82.0,undisturbed,48.0,,
4500,,Dek,sandy loam,,30.0,320.0,,,"Bambey, Senegal",Exp. Sta. of C.N.R.A.,42.5,25.0,35.0,Dec-77,83.0,undisturbed,49.0,,
4510,Aquepts,Groesbeek,silt loam,,30.0,50.0,C,,"Groesbeek, Netherlands",A,76.0,1.5,17.5,May-89,84.0,"undisturbed, conductivity",38.0,7.0,
4511,Aquepts,Groesbeek,silt loam,,30.0,50.0,C,,"Groesbeek, Netherlands",A,76.0,1.5,17.5,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4512,Aquepts,Groesbeek,silt loam,,30.0,50.0,C,,"Groesbeek, Netherlands",A,76.0,1.5,17.5,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4514,Aquepts,Groesbeek,silt loam,,30.0,50.0,C,,"Groesbeek, Netherlands",A,76.0,1.5,17.5,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4520,Psamments,Kootwijk,sand,,70.0,90.0,C,,"Kootwijk, Netherlands",A,85.0,1.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4521,Psamments,Kootwijk,sand,,70.0,90.0,C,,"Kootwijk, Netherlands",A,85.0,1.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4522,Psamments,Kootwijk,sand,,70.0,90.0,C,,"Kootwijk, Netherlands",A,85.0,1.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4523,Psamments,Kootwijk,sand,,70.0,90.0,C,,"Kootwijk, Netherlands",A,85.0,1.5,17.0,May-89,84.0,"undisturbed, conductivity",38.0,7.0,
4530,Aquents,Wageningen,silt loam,,35.0,55.0,C,,"Wageningen, Netherlands",A,78.0,1.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4531,Aquents,Wageningen,silt loam,,35.0,55.0,C,,"Wageningen, Netherlands",A,78.0,1.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4532,Aquents,Wageningen,silt loam,,35.0,55.0,C,,"Wageningen, Netherlands",A,78.0,1.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4533,Aquents,Wageningen,silt loam,,35.0,55.0,C,,"Wageningen, Netherlands",A,78.0,1.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4540,Aquents,Zeeland,loam,,60.0,80.0,C,,"Colijnsplaat, Netherlands",A,72.0,2.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4541,Aquents,Zeeland,loam,,60.0,80.0,C,,"Colijnsplaat, Netherlands",A,72.0,2.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4542,Aquents,Zeeland,loam,,60.0,80.0,C,,"Colijnsplaat, Netherlands",A,72.0,2.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4543,Aquents,Zeeland,loam,,60.0,80.0,C,,"Colijnsplaat, Netherlands",A,72.0,2.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4544,Aquents,Zeeland,loam,,60.0,80.0,C,,"Colijnsplaat, Netherlands",A,72.0,2.5,17.0,May-89,85.0,"undisturbed, conductivity",50.0,7.0,
4550,Light chestnut soil,Volgograd I,sandy loam,,1.0,21.0,Ap,1500.0,"Steppe zone, near Volgograd, Russia",1st Exper. plot,33.8,-9.5,24.1,Aug-82,86.0,undisturbed,35.0,6.0,Shein
4551,Light chestnut soil,Volgograd I,sandy loam,,21.0,33.0,B1,1500.0,"Steppe zone, near Volgograd, Russia",1st Exper. plot,33.8,-9.5,24.1,Aug-82,86.0,undisturbed,35.0,6.0,Shein
4552,Light chestnut soil,Volgograd I,sandy loam,,33.0,84.0,B2,1500.0,"Steppe zone, near Volgograd, Russia",1st Exper. plot,33.8,-9.5,24.1,Aug-82,86.0,undisturbed,35.0,6.0,Shein
4553,Light chestnut soil,Volgograd I,sandy loam,,84.0,126.0,BCa,1500.0,"Steppe zone, near Volgograd, Russia",1st Exper. plot,33.8,-9.5,24.1,Aug-82,86.0,undisturbed,35.0,6.0,Shein
4560,Light chestnut soil,Volgograd II,silt loam,,0.0,18.0,Ap,1500.0,"Steppe zone, near Volgograd, Russia",1st Exper. plot,33.8,-9.5,24.1,Aug-82,86.0,undisturbed,35.0,6.0,Shein
4561,Light chestnut soil,Volgograd II,silt loam,,18.0,38.0,B1,1500.0,"Steppe zone, near Volgograd, Russia",1st Exper. plot,33.8,-9.5,24.1,Aug-82,86.0,undisturbed,35.0,6.0,Shein
4562,Light chestnut soil,Volgograd II,silt loam,,48.0,82.0,BCa,1500.0,"Steppe zone, near Volgograd, Russia",1st Exper. plot,33.8,-9.5,24.1,Aug-82,86.0,undisturbed,35.0,6.0,Shein
4564,Light chestnut soil,Volgograd II,silt loam,,82.0,120.0,BC,1500.0,"Steppe zone, near Volgograd, Russia",1st Exper. plot,33.8,-9.5,24.1,Aug-82,86.0,undisturbed,35.0,6.0,Shein
4570,sod-podzolic,Chashnikovo,silt loam,,0.0,15.0,Ap,570.0,"Moscow region, Russia","MSU ""Chashnikovo"" Biological Sta.",50.5,-10.5,17.5,Jun-87,87.0,undisturbed,35.0,8.0,Shein
4571,sod-podzolic,Chashnikovo,sandy loam,,15.0,25.0,A1,570.0,"Moscow region, Russia","MSU ""Chashnikovo"" Biological Sta.",50.5,-10.5,17.5,Jun-87,87.0,undisturbed,35.0,8.0,Shein
4572,sod-podzolic,Chashnikovo,loam,,25.0,30.0,A2,570.0,"Moscow region, Russia","MSU ""Chashnikovo"" Biological Sta.",50.5,-10.5,17.5,Jun-87,87.0,undisturbed,35.0,8.0,Shein
4573,sod-podzolic,Chashnikovo,loam,,30.0,38.0,A2B,570.0,"Moscow region, Russia","MSU ""Chashnikovo"" Biological Sta.",50.5,-10.5,17.5,Jun-87,87.0,undisturbed,35.0,8.0,Shein
4574,sod-podzolic,Chashnikovo,loam,,40.0,50.0,B1,570.0,"Moscow region, Russia","MSU ""Chashnikovo"" Biological Sta.",50.5,-10.5,17.5,Jun-87,87.0,undisturbed,35.0,8.0,Shein
4575,sod-podzolic,Chashnikovo,loam,,65.0,75.0,B2,570.0,"Moscow region, Russia","MSU ""Chashnikovo"" Biological Sta.",50.5,-10.5,17.5,Jun-87,87.0,undisturbed,35.0,8.0,Shein
4580,Chernozem,Volgograd III,loamy sand,,0.0,40.0,A,17.0,"Volgograd region, Russia",Pine-tree forest,32.3,-12.0,24.0,Jul-74,88.0,undisturbed,35.0,5.0,Shein
4581,Chernozem,Volgograd III,loamy sand,,40.0,80.0,B1,17.0,"Volgograd region, Russia",Pine-tree forest,32.3,-12.0,24.0,Jul-74,88.0,undisturbed,35.0,5.0,Shein
4582,Chernozem,Volgograd III,loamy sand,,80.0,120.0,B2,17.0,"Volgograd region, Russia",Pine-tree forest,32.3,-12.0,24.0,Jul-74,88.0,undisturbed,35.0,5.0,Shein
4583,Chernozem,Volgograd III,loamy sand,,120.0,180.0,C,17.0,"Volgograd region, Russia",Pine-tree forest,32.3,-12.0,24.0,Jul-74,88.0,undisturbed,35.0,5.0,Shein
4590,Gleysol,Winton,loam,,5.0,10.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Dec-83,89.0,"undisturbed, tillage",51.0,,
4591,Gleysol,Winton,loam,,5.0,10.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Dec-83,89.0,"undisturbed, tillage",51.0,,
4592,Gleysol,Winton,loam,,5.0,10.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Dec-83,89.0,"undisturbed, tillage",51.0,,
4600,Gleysol,Winton,loam,,5.0,10.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4601,Gleysol,Winton,sandy clay loam,,15.0,20.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4602,Gleysol,Winton,sandy clay loam,,20.0,25.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4610,Gleysol (FAO),Winton,loam,,5.0,10.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4611,Gleysol,Winton,sandy clay loam,,15.0,20.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4612,Gleysol,Winton,sandy clay loam,,20.0,25.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4620,Gleysol,Winton,loam,,5.0,10.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4621,Gleysol,Winton,sandy clay loam,,15.0,20.0,,,"Cowpark, Scotland",10 km S of Edinburgh,,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4622,Gleysol,Winton,sandy clay loam,,20.0,25.0,,,"Cowpark, Scotland",10 km S of Edinburgh,86.0,,,Feb-84,89.0,"undisturbed, tillage",51.0,,
4650,Podzol (Humod),Plumhof I,sand,Single Grain,20.0,30.0,Ae,200.0,"Plumhof, Hannover, Germany",TU 25000; Mellendorf No. 3424; R35 49075; H58 29525,67.5,,,1970,90.0,undisturbed,52.0,,
4651,Podzol (Humod),Plumhof I,sand,Coherent,50.0,70.0,Bhs,200.0,"Plumhof, Hannover, Germany",TU 25000; Mellendorf No. 3424; R35 49075; H58 29525,67.5,,,1970,90.0,undisturbed,52.0,,
4660,Typic Dystrochrepts (Braunerde),Bordenan,sand,single grain,15.0,25.0,Ah,200.0,"Bordenan, Hannover, Germany","TU 25000; Wunstarf wo. 3522; R35 33400, H58 16100",67.5,,,1970,90.0,undisturbed,52.0,,
4661,Typic Dystrochrept,Bordenan,sand,single grain,30.0,40.0,Bv,200.0,"Bordenan, Hannover, Germany",TU 25000; Wunstarf wo. 3522; R35 33400; H58 16100,67.5,,,1970,90.0,undisturbed,52.0,,
4670,Typic Hapludalf (Parabraunerde),Northen,silt,coherent,20.0,30.0,A1,,"Northen, Hannover, Germany",TU 25000; Gehrden NO. 3623; H58 01280; R35 42110,65.0,,,1970,90.0,undisturbed,52.0,,
4671,Typic Hapludalf (Parabraunerde),Northen,silt loam,coherent to fine polyhedric,40.0,50.0,Ag1,,"Northen, Hannover, Germany","TU 25000; Gehrden Nol 3623; H58 01280, R35 42110",65.0,,,1970,90.0,undisturbed,52.0,,
4672,Typic Hapludalf (Parabraunerde),Northen,silt loam,fine to moderate polyhedric,75.0,85.0,Bt,,"Plumhof, Hannover, Germany","TU 25000; Gehrden NO. 3623; H58 01280, R35 42110",65.0,,,1970,90.0,undisturbed,52.0,,
4673,Typic Hapludalf (Parabraunerde),Northen,silt loam,coherent to fine platy,115.0,125.0,B1t,,"Plumhof, Hannover, Germany","TU 25000; Gehrden No. 3623; H58 01280, R35 42110",65.0,,,1970,90.0,undisturbed,52.0,,
4680,Vertic Fluvaquent (Marsch),Hollern,clay,prismatic,20.0,25.0,,,"Hollern, Hamburg, Germany",,,,,1970,90.0,undisturbed,52.0,,
4681,Vertic Fluvaquent (Marsch),Hollern,clay,prismatic,35.0,40.0,,,"Hollern, Hamburg, Germany",,,,,1970,90.0,undisturbed,52.0,,
4690,,Yolo light clay,silt loam,,5.0,20.0,,,,Can 2,,,,,91.0,disturbed,999.0,,
4700,,Yolo clay,silty clay loam,,5.0,20.0,,,,Can 15,,,,,91.0,disturbed,999.0,,
4710,,Yolo fine sandy loam,loam,,5.0,20.0,,,,Can 1,,,,,91.0,disturbed,999.0,,
4720,,Oakley sand,sand,,5.0,20.0,,,,Can 3,,,,,91.0,disturbed,999.0,,
4750,Kuroboku (humic Andisol),Kagoshima,,,15.0,20.0,A,1000.0,"Jusantukabaru, Kagoshima, Japan",,238.0,7.0,27.2,1976,999.0,disturbed,54.0,9.0,Shiozawa
4760,Kuroboku (Kanto loam),Tanashi,,,15.0,20.0,A,160.0,"Tanashi, Tokyo, Japan",,146.0,4.6000000000000005,25.2,Apr-77,999.0,disturbed,54.0,9.0,Shiozawa
4770,Kuroniga,Tukabaru,loam,,35.0,40.0,B,1650.0,"Tukabaru, Miyazaki, Japan",,249.0,6.8,26.7,1978,999.0,disturbed,54.0,9.0,Shiozawa
4801,Kuroboku (humic Andisol),Tukabaru,loam,,25.0,30.0,A,1650.0,"Tukabaru, Miyazaki, Japan",,249.0,6.8,26.7,1978,999.0,disturbed,54.0,,
4780,Akahoya,Tukabaru,loam,,0.0,108.0,B,1650.0,"Tukabaru, Miyazaki, Japan",,249.0,6.8,26.7,1978,999.0,disturbed,54.0,9.0,Shiozawa
4791,Shirasu,Tukabaru,sandy clay loam,,,,C,1650.0,"Tukabaru, Miyazaki, Japan",,249.0,6.8,26.7,1978,999.0,undisturbed,54.0,9.0,Shiozawa
4800,Kuroboku (humic Andisol),Tukabaru,loam,,15.0,20.0,A,1650.0,"Tukabaru, Miyazaki, Japan",,249.0,6.8,26.7,1978,999.0,undisturbed,54.0,9.0,Shiozawa
4790,Shirasu,Tukabaru,loam,,15.0,20.0,C,1650.0,"Tukabaru, Miyazaki-ken, Japan",,249.0,6.8,26.7,1978,999.0,undisturbed,54.0,9.0,Shiozawa
4810,Sand-dune Regosol (Udipsamment),Shonai,sand,granular,120.0,125.0,C,450.0,"Shonai Sand-dune, Yamagata, Japan",,188.0,1.4000000000000001,23.0,Jul-83,999.0,undisturbed,54.0,8.0,Shiozawa
4870,,Grenville,silt loam,,,,,,,,,,,1964,92.0,disturbed,999.0,,
4880,,Plainfield,sand,,0.0,25.0,Ap,600.0,"Univ. of Wisconsin, WI, USA",Hancock Exp. Farm,,,,1969,93.0,"disturbed, lysimeter",999.0,,
4881,,Plainfield,sand,,25.0,60.0,B,600.0,"Univ. of Wisconsin, WI, USA",Hancock Exp. Farm,,,,1969,93.0,"disturbed, lysimeter",999.0,,
4890,,Del Monte,sand,,,,,,,,,,,,94.0,disturbed,55.0,,
4910,,Guelph,loam,,,,,,,,,,,1964,95.0,disturbed,56.0,,
4920,Regosol,Ida,silt loam,,0.0,7.0,,,,,,,,1964,96.0,undisturbed,57.0,,
4921,Regosol,Ida,silt loam,,7.0,15.0,,,,,,,,1964,96.0,undisturbed,57.0,,
4922,Regosol,Ida,silt loam,,15.0,22.0,,,,,,,,1964,96.0,undisturbed,57.0,,
4923,Regosol,Ida,silt loam,,22.0,30.0,,,,,,,,1964,96.0,undisturbed,57.0,,
4940,,Sand I,sand,,22.0,30.0,,,,,,,,1970,97.0,"disturbed, hysteresis",58.0,,
4941,,Sand II,sand,,22.0,30.0,,,,,,,,1970,97.0,"disturbed, hysteresis",58.0,,
4950,,Grenoble,silt loam,,22.0,30.0,,,,,,,,1966,98.0,disturbed,48.0,,
4960,,Oso Flaco,sand,,,,,,"Oso Flaco, CA, USA",sand dunes,,,,1955,99.0,disturbed,999.0,,
